gig_title,about_the_gig,about_me,reviews,stars,caption,description,package,cost,delivery_timeline_days,revisions,included,gig_title,about_gig,about_me
10,10,10,21,4.8,Simple Automation Script,"Simple Python automation of small task such as simple web scraping, data cleanup or file processing",Basic,10,1,1,"3 pages mined/scraped
1 source mine/scraped
Install script
Test script
Task automation",I will develop automation scripts and custom python applications,"As an experienced Python developer, I create custom automation scripts to streamline your workflow and eliminate repetitive tasks. I focus on solving your problem (not just writing code), delivering reliable solutions for data processing, web scraping, Excel automation, API integration, and more. My approach is clear and client-friendly: I will explain how the script works in simple terms, outline the expected output, and ensure it meets your needs.
I automate data entry, file handling, reporting, and other routine tasks to save you time and reduce errors.
Services include web scraping (e.g. extract data from websites or APIs), Excel and CSV automation (e.g. read/write spreadsheets), text and file manipulation, and custom Python tooling.
Each script is well-documented, tested, and easy to run. I use best practices for performance and error-handling, and I can integrate with databases or cloud APIs if required.
Clients trust that I will deliver on time and respond promptly. I communicate professionally and clarify your requirements before coding. By focusing on your needs, I ensure you get a solution that really works. I mention my turnaround time and revision.
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Performance
Testing procedures
Other
Frontend framework
Bootstrap
React.js
Tailwind CSS
Backend framework
Django
Flask","From
Pakistan
Member since
Aug 2025
Avg. response time
1 hour
Last delivery
2 days
Languages
Urdu, English
I’m a Machine Learning & AI Engineer who helps businesses and individuals build smart solutions, backend pipelines, and automation systems. With experience on 7+ platforms and in team collaborations as well as independent projects, I’ve delivered high-quality results in ML, Python development, APIs, and AI applications. My goal is to provide reliable, scalable, and on-time solutions so you can focus on growth while I handle the technical side. Let’s turn your ideas into reality!"
10,10,10,21,4.8,Advanced Automation Script,"Custom Python automation for structured web scraping, API usage, Excel automation, data processing",Standard,25,2,2,"5 pages mined/scraped
3 sources mine/scraped
Install script
Test script
Task automation",I will develop automation scripts and custom python applications,"As an experienced Python developer, I create custom automation scripts to streamline your workflow and eliminate repetitive tasks. I focus on solving your problem (not just writing code), delivering reliable solutions for data processing, web scraping, Excel automation, API integration, and more. My approach is clear and client-friendly: I will explain how the script works in simple terms, outline the expected output, and ensure it meets your needs.
I automate data entry, file handling, reporting, and other routine tasks to save you time and reduce errors.
Services include web scraping (e.g. extract data from websites or APIs), Excel and CSV automation (e.g. read/write spreadsheets), text and file manipulation, and custom Python tooling.
Each script is well-documented, tested, and easy to run. I use best practices for performance and error-handling, and I can integrate with databases or cloud APIs if required.
Clients trust that I will deliver on time and respond promptly. I communicate professionally and clarify your requirements before coding. By focusing on your needs, I ensure you get a solution that really works. I mention my turnaround time and revision.
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Performance
Testing procedures
Other
Frontend framework
Bootstrap
React.js
Tailwind CSS
Backend framework
Django
Flask","From
Pakistan
Member since
Aug 2025
Avg. response time
1 hour
Last delivery
2 days
Languages
Urdu, English
I’m a Machine Learning & AI Engineer who helps businesses and individuals build smart solutions, backend pipelines, and automation systems. With experience on 7+ platforms and in team collaborations as well as independent projects, I’ve delivered high-quality results in ML, Python development, APIs, and AI applications. My goal is to provide reliable, scalable, and on-time solutions so you can focus on growth while I handle the technical side. Let’s turn your ideas into reality!"
10,10,10,21,4.8,Complete Automation Solution,"Python automation with large-scale scraping, API integration, performance optimization and testing",Premium,50,5,4,"10 pages mined/scraped
5 sources mine/scraped
Install script
Test script
Task automation
",I will develop automation scripts and custom python applications,"As an experienced Python developer, I create custom automation scripts to streamline your workflow and eliminate repetitive tasks. I focus on solving your problem (not just writing code), delivering reliable solutions for data processing, web scraping, Excel automation, API integration, and more. My approach is clear and client-friendly: I will explain how the script works in simple terms, outline the expected output, and ensure it meets your needs.
I automate data entry, file handling, reporting, and other routine tasks to save you time and reduce errors.
Services include web scraping (e.g. extract data from websites or APIs), Excel and CSV automation (e.g. read/write spreadsheets), text and file manipulation, and custom Python tooling.
Each script is well-documented, tested, and easy to run. I use best practices for performance and error-handling, and I can integrate with databases or cloud APIs if required.
Clients trust that I will deliver on time and respond promptly. I communicate professionally and clarify your requirements before coding. By focusing on your needs, I ensure you get a solution that really works. I mention my turnaround time and revision.
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Performance
Testing procedures
Other
Frontend framework
Bootstrap
React.js
Tailwind CSS
Backend framework
Django
Flask","From
Pakistan
Member since
Aug 2025
Avg. response time
1 hour
Last delivery
2 days
Languages
Urdu, English
I’m a Machine Learning & AI Engineer who helps businesses and individuals build smart solutions, backend pipelines, and automation systems. With experience on 7+ platforms and in team collaborations as well as independent projects, I’ve delivered high-quality results in ML, Python development, APIs, and AI applications. My goal is to provide reliable, scalable, and on-time solutions so you can focus on growth while I handle the technical side. Let’s turn your ideas into reality!"
11,11,11,128,4.9,STARTER,A basic web scraping solution that performs a few tasks. *Please Contact Before Placing Order*,STARTER,40,2,0,"3 pages mined/scraped
1 source mine/scraped
Test script
Task automation","I will build a python web scraper, automation bot, and custom script","From
India
Member since
Jun 2023
Avg. response time
1 hour
Last delivery
4 days
Languages
English, Hindi
Python Developer and AI Automation Engineer with 7+ years building  production-grade solutions for businesses across e-commerce, real  estate, SaaS, and research.  I build things that run without you — web scrapers, automation bots,  AI-powered workflows, ETL pipelines, and custom scripts using Python,  n8n, Make.com, and OpenAI/Claude.  220+ projects delivered. 4.9 stars. Long-term client relationships  built on clean code, clear communication, and reliable delivery.  If you need data extracted, a process automated, or systems connected  — message me with your requirements.","PLEASE MESSAGE ME BEFORE ORDERING TO DISCUSS YOUR PROJECT SCOPE

Hi,
Do you need a custom Python script, web scraper, or automation bot built for your business? You're in the right place.

I'm Saif, a Python developer with 7+ years of experience building scrapers, bots, and automation scripts for businesses across e-commerce, real estate, legal, and research industries. 220+ projects delivered. 4.9 stars.

What I Can Build For You:
Web scrapers & crawlers for any website, static or dynamic
Custom Python scripts for any task
Automation bots: form filling, login automation, click bots, alert bots
Telegram & Discord bots
Scheduled scrapers with automatic data delivery
Login & session handling
Anti-bot & CAPTCHA handling
Data output in CSV, Excel, Google Sheets, or database
API & webhook integrations
Browser automation with Selenium & Playwright
Data cleaning & formatting

Need something not listed? Inbox me!!

Recommended: Send me a step-by-step description or screenshots of what you need so I can give you an accurate quote and timeline.
Programming language
Python
Expertise
Debugging
Performance
Security
Databases
Testing procedures
Frontend framework
Bootstrap
jQuery
React.js
Tkinter
Backend framework
Django
Express.js
FastAPI
Flask
Node.js"
12,12,12,4,5.0,BASIC,Basic python script to automate a task/integrate an API/use LLMs/manipulate CSV files,Basic,100,2,0,"Install script
Test script
Task automation",I will write a python script to automate anything,"Looking for a python expert to automate your tasks like manipulating a CSV or other files, merging different data sources, migrating databases, API integrations, AI agent integrations?
You just found the right person.

Why choose me?
Having worked as the CTO at a million dollar startup, and graduating from the esteemed IIT Kharagpur, I have it in me to understand your business requirements and bring them to life. I have an overall 6 years of experience working with software development, CRMs, AI, Automations and lot more.

What you will get?
You will get a python script to automate your manual tasks, connects servers and databases and more with the help of APIs, Webhooks, AI tools and LLMs like ChatGPT and Claude AI
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Localization
Performance
Databases
Frontend framework
React.js
Vue.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
India
Member since
Jun 2023
Avg. response time
1 hour
Last delivery
2 months
Languages
English, Hindi
Greetings!  Having worked as the CTO at a million dollar startup, I have an overall 6 years of experience working with website and mobile application development, working closely with the product, analytics and marketing teams.  With a portfolio spanning CMS, CRMs, edtech platforms, flight booking portals, warehouse management, and data analytics systems, I've integrated top-tier tools like Freshchat, Paypal, and Stripe. Skilled in system design and backend development, I excel at crafting tailored solutions to meet business needs effectively.  Let's bring your project to life!"
12,12,12,4,5.0,STANDARD,Upto 5 days of work on a more complex python script,Standard,500,5,0,"Install script
Test script
Task automation",I will write a python script to automate anything,"Looking for a python expert to automate your tasks like manipulating a CSV or other files, merging different data sources, migrating databases, API integrations, AI agent integrations?
You just found the right person.

Why choose me?
Having worked as the CTO at a million dollar startup, and graduating from the esteemed IIT Kharagpur, I have it in me to understand your business requirements and bring them to life. I have an overall 6 years of experience working with software development, CRMs, AI, Automations and lot more.

What you will get?
You will get a python script to automate your manual tasks, connects servers and databases and more with the help of APIs, Webhooks, AI tools and LLMs like ChatGPT and Claude AI
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Localization
Performance
Databases
Frontend framework
React.js
Vue.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
India
Member since
Jun 2023
Avg. response time
1 hour
Last delivery
2 months
Languages
English, Hindi
Greetings!  Having worked as the CTO at a million dollar startup, I have an overall 6 years of experience working with website and mobile application development, working closely with the product, analytics and marketing teams.  With a portfolio spanning CMS, CRMs, edtech platforms, flight booking portals, warehouse management, and data analytics systems, I've integrated top-tier tools like Freshchat, Paypal, and Stripe. Skilled in system design and backend development, I excel at crafting tailored solutions to meet business needs effectively.  Let's bring your project to life!"
12,12,12,4,5.0,PREMIUM,A fully functional AI app with UI,Premium,1500,14,0,"Install script
Test script
Task automation",I will write a python script to automate anything,"Looking for a python expert to automate your tasks like manipulating a CSV or other files, merging different data sources, migrating databases, API integrations, AI agent integrations?
You just found the right person.

Why choose me?
Having worked as the CTO at a million dollar startup, and graduating from the esteemed IIT Kharagpur, I have it in me to understand your business requirements and bring them to life. I have an overall 6 years of experience working with software development, CRMs, AI, Automations and lot more.

What you will get?
You will get a python script to automate your manual tasks, connects servers and databases and more with the help of APIs, Webhooks, AI tools and LLMs like ChatGPT and Claude AI
Programming language
Python
Expertise
Algorithms & Data structures
Debugging
Localization
Performance
Databases
Frontend framework
React.js
Vue.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
India
Member since
Jun 2023
Avg. response time
1 hour
Last delivery
2 months
Languages
English, Hindi
Greetings!  Having worked as the CTO at a million dollar startup, I have an overall 6 years of experience working with website and mobile application development, working closely with the product, analytics and marketing teams.  With a portfolio spanning CMS, CRMs, edtech platforms, flight booking portals, warehouse management, and data analytics systems, I've integrated top-tier tools like Freshchat, Paypal, and Stripe. Skilled in system design and backend development, I excel at crafting tailored solutions to meet business needs effectively.  Let's bring your project to life!"
13,13,13,59,5.0,BASIC,Simple Google Apps Script integration and automation with Google Sheets or any Google product.,Basic,10,1,unlimited,"1 source mine/scraped
Install script
Test script
Task automation","I will create google apps scripts for automation in gmail, sheets, drive, and calendar","Send a Message Before Placing an Order
I am Kalpa, a Google Apps Script Developer with more than 5 years of experience in web development. As you can see in my gig video, I am able to automate and simplify workflows in Google Sheets, Docs, Forms, Drive, Calendar, Gmail, and more.

What you will get from me:
Automate data entry for Google Sheets with Apps Script
Automate Gmail to send scheduled emails, custom emails, or automatic replies
Extract data from websites and store them in a Spreadsheet, or a database
Add new features for Google Apps like custom menus and buttons
Integrate any API(like GPT) into Google products
Integrate Apps Scripts to your web app, or Chrome extension
Automate Google Calendar to schedule events and send notifications
Interact with Maps, Translate, YouTube, and many more.

Why choose me over other sellers?
Fast delivery and responses
Effective communication
Unlimited revisions
Ability to work in different time zones
Creativity and problem-solving skills
In addition to Google Apps Script, I am also an expert in many technologies like Python, JavaScript, NodeJS, SQL, and Excel

Let's discuss your issue and I'll provide you with the best possible solution.
Programming language
JavaScript
Expertise
Algorithms & Data structures
Debugging
Performance
Databases
Frontend framework
React.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
Sri Lanka
Member since
Jun 2022
Avg. response time
3 hours
Last delivery
2 months
Languages
English
I have more than 5 years of programming experience in web development. In 2018, I was selected for the final of the Dialog App Challenge, the biggest inter-school hackathon in Sri Lanka. I have gained knowledge of web development by following courses and doing projects and now I am working as a full-stack developer. I love working on Nodejs, React, MongoDB, ExpressJs, SQL, Python, Google Apps Script, etc. Let's talk and discuss how I can give you the solution to make your project a reality."
13,13,13,59,5.0,STANDARD,Complex Google Apps Script automation or Simple web scraping and data storage in Google Sheets.,Standard,45,3,unlimited,"1 source mine/scraped
Install script
Test script
Task automation","I will create google apps scripts for automation in gmail, sheets, drive, and calendar","Send a Message Before Placing an Order
I am Kalpa, a Google Apps Script Developer with more than 5 years of experience in web development. As you can see in my gig video, I am able to automate and simplify workflows in Google Sheets, Docs, Forms, Drive, Calendar, Gmail, and more.

What you will get from me:
Automate data entry for Google Sheets with Apps Script
Automate Gmail to send scheduled emails, custom emails, or automatic replies
Extract data from websites and store them in a Spreadsheet, or a database
Add new features for Google Apps like custom menus and buttons
Integrate any API(like GPT) into Google products
Integrate Apps Scripts to your web app, or Chrome extension
Automate Google Calendar to schedule events and send notifications
Interact with Maps, Translate, YouTube, and many more.

Why choose me over other sellers?
Fast delivery and responses
Effective communication
Unlimited revisions
Ability to work in different time zones
Creativity and problem-solving skills
In addition to Google Apps Script, I am also an expert in many technologies like Python, JavaScript, NodeJS, SQL, and Excel

Let's discuss your issue and I'll provide you with the best possible solution.
Programming language
JavaScript
Expertise
Algorithms & Data structures
Debugging
Performance
Databases
Frontend framework
React.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
Sri Lanka
Member since
Jun 2022
Avg. response time
3 hours
Last delivery
2 months
Languages
English
I have more than 5 years of programming experience in web development. In 2018, I was selected for the final of the Dialog App Challenge, the biggest inter-school hackathon in Sri Lanka. I have gained knowledge of web development by following courses and doing projects and now I am working as a full-stack developer. I love working on Nodejs, React, MongoDB, ExpressJs, SQL, Python, Google Apps Script, etc. Let's talk and discuss how I can give you the solution to make your project a reality."
13,13,13,59,5.0,PREMIUM,"Advanced web scraping, automation, or integration of external APIs or web Apps with Apps Script.",Premium,150,5,unlimited,"1 source mine/scraped
Install script
Test script
Task automation","I will create google apps scripts for automation in gmail, sheets, drive, and calendar","Send a Message Before Placing an Order
I am Kalpa, a Google Apps Script Developer with more than 5 years of experience in web development. As you can see in my gig video, I am able to automate and simplify workflows in Google Sheets, Docs, Forms, Drive, Calendar, Gmail, and more.

What you will get from me:
Automate data entry for Google Sheets with Apps Script
Automate Gmail to send scheduled emails, custom emails, or automatic replies
Extract data from websites and store them in a Spreadsheet, or a database
Add new features for Google Apps like custom menus and buttons
Integrate any API(like GPT) into Google products
Integrate Apps Scripts to your web app, or Chrome extension
Automate Google Calendar to schedule events and send notifications
Interact with Maps, Translate, YouTube, and many more.

Why choose me over other sellers?
Fast delivery and responses
Effective communication
Unlimited revisions
Ability to work in different time zones
Creativity and problem-solving skills
In addition to Google Apps Script, I am also an expert in many technologies like Python, JavaScript, NodeJS, SQL, and Excel

Let's discuss your issue and I'll provide you with the best possible solution.
Programming language
JavaScript
Expertise
Algorithms & Data structures
Debugging
Performance
Databases
Frontend framework
React.js
jQuery
Bootstrap
Tailwind CSS
Backend framework
Django
Express.js
Node.js
Flask","From
Sri Lanka
Member since
Jun 2022
Avg. response time
3 hours
Last delivery
2 months
Languages
English
I have more than 5 years of programming experience in web development. In 2018, I was selected for the final of the Dialog App Challenge, the biggest inter-school hackathon in Sri Lanka. I have gained knowledge of web development by following courses and doing projects and now I am working as a full-stack developer. I love working on Nodejs, React, MongoDB, ExpressJs, SQL, Python, Google Apps Script, etc. Let's talk and discuss how I can give you the solution to make your project a reality."
14,14,14,143,5.0,Single package,Excel or CSV processing and manipulation in Python,Single package,50,1,unlimited,Source code,I will do excel processing in python,"Hi there,

I can handle any Excel or CSV data processing and manipulation task using Python. I specialize in data transformation and automation, leveraging powerful libraries like OpenPyXL to tackle even the most complex Excel-related challenges. With deep, low-level access to your data, I can manage intricate operations that go beyond what Excel macros or VBA can achieve.

I'm also highly experienced with regular expressions (regex), which adds precision and flexibility to my work.

You'll receive a custom-built tool (CLI or GUI) tailored to your needs, so you can reuse it anytime. Along with full source code.

Please take a look at my related portfolio items here:
ishaq-khan.com/portfolio?q=csv-xlsx

Notes to consider:
The price and delivery time for this gig depend on the scope and complexity of your project. Please contact me before placing an order to discuss your requirements.
Kindly note that I do not take on academic or training assignments that are meant to be completed by students themselves.

Best regards,
Ishaq","Professional Python Developer
Hi, I’m Ishaq. I believe in myself and am fully committed to my work. I help individuals and companies bring their ideas to life across various major online marketplaces. I am also a developer and publisher at ⊞ Microsoft App Store. Clients appreciate my clear communication, high-quality work, affordability, and speed—just as my previous clients can attest. This isn’t self-praise; it’s a reflection of my clients’ reviews.
Read Less
Windows desktop
Python
Data processing
Data manipulation
Photo manipulation
File management
CSS
Software installation
+1
Top Rated
Top Rated sellers are individually selected by Fiverr after meeting specific benchmarks for quality and service.
Highly Responsive
Known for exceptionally quick replies"
15,15,15,148,5.0,30 minutes class,I will help you with tasks related to Data analysis. Please contact me before placing your order.,Basic,10,1,0,"30 minutes live consultation
3 questions answered
Project review
Model audit","I will teach sql, excel, google sheets and python","I'm a flexible person with knowledge in gathering, transforming, and organizing data for analysis to aid in making judgments. for efficient data analysis, high expertise in programs like SQL, spreadsheets, PowerBI, Tableau, and R. good analytical, communication, and organizational skills. recently attained a data analytics specialization. a thorough, practical training that covers every facet of data analysis.

NOTE: Please feel free to get in touch with me before making an order if you have any special requests so we can talk about my availability and the cost of your specialized project.

I have extraordinary problem-solving and project-management skills. I really enjoy teaching. As the tutor, I can assist in the development of practical strategic insights that will improve your understanding of the fundamentals of SQL, Google Sheets, and Excel. I am certain that my expertise in data analytics and data visualization would make me a wonderful fit for your coursework.

I also made detailed notes while pursuing my Coursera Google Data Analytics certification; if you're interested, I can sell them to you for a very low fee. ","Master Data Analytics with Hands on Training and Real World Projects
I’m Engr. Faiqua Imran, a Data Analytics Instructor and Consultant skilled in SQL, Tableau, Power BI, Excel, Google Sheets, Python, and R. I help beginners and non-technical learners build strong foundations through a structured 7–8 month Data Analytics program with hands-on practice, clear notes, presentations (reports) and real-world portfolio projects for LinkedIn and resumes. I also provide structured learning notes for Google Data Analytics. If you have a real data project, I can analyse it and deliver actionable insights. 📌Connect on LinkedIn: https://www.linkedin.com/in/faiqua-imran"
15,15,15,148,5.0,60 minutes class,I will help you with tasks related to Data analysis. Please contact me before placing your order.,Standard,20,1,0,"60 minutes live consultation
4 questions answered
Project review
Model audit","I will teach sql, excel, google sheets and python","I'm a flexible person with knowledge in gathering, transforming, and organizing data for analysis to aid in making judgments. for efficient data analysis, high expertise in programs like SQL, spreadsheets, PowerBI, Tableau, and R. good analytical, communication, and organizational skills. recently attained a data analytics specialization. a thorough, practical training that covers every facet of data analysis.

NOTE: Please feel free to get in touch with me before making an order if you have any special requests so we can talk about my availability and the cost of your specialized project.

I have extraordinary problem-solving and project-management skills. I really enjoy teaching. As the tutor, I can assist in the development of practical strategic insights that will improve your understanding of the fundamentals of SQL, Google Sheets, and Excel. I am certain that my expertise in data analytics and data visualization would make me a wonderful fit for your coursework.

I also made detailed notes while pursuing my Coursera Google Data Analytics certification; if you're interested, I can sell them to you for a very low fee. ","Master Data Analytics with Hands on Training and Real World Projects
I’m Engr. Faiqua Imran, a Data Analytics Instructor and Consultant skilled in SQL, Tableau, Power BI, Excel, Google Sheets, Python, and R. I help beginners and non-technical learners build strong foundations through a structured 7–8 month Data Analytics program with hands-on practice, clear notes, presentations (reports) and real-world portfolio projects for LinkedIn and resumes. I also provide structured learning notes for Google Data Analytics. If you have a real data project, I can analyse it and deliver actionable insights. 📌Connect on LinkedIn: https://www.linkedin.com/in/faiqua-imran"
15,15,15,148,5.0,90 minutes class,I will help you with tasks related to Data analysis. Please contact me before placing your order.,Premium,30,1,0,"90 minutes live consultation
6 questions answered
Project review
Model audit","I will teach sql, excel, google sheets and python","I'm a flexible person with knowledge in gathering, transforming, and organizing data for analysis to aid in making judgments. for efficient data analysis, high expertise in programs like SQL, spreadsheets, PowerBI, Tableau, and R. good analytical, communication, and organizational skills. recently attained a data analytics specialization. a thorough, practical training that covers every facet of data analysis.

NOTE: Please feel free to get in touch with me before making an order if you have any special requests so we can talk about my availability and the cost of your specialized project.

I have extraordinary problem-solving and project-management skills. I really enjoy teaching. As the tutor, I can assist in the development of practical strategic insights that will improve your understanding of the fundamentals of SQL, Google Sheets, and Excel. I am certain that my expertise in data analytics and data visualization would make me a wonderful fit for your coursework.

I also made detailed notes while pursuing my Coursera Google Data Analytics certification; if you're interested, I can sell them to you for a very low fee. ","Master Data Analytics with Hands on Training and Real World Projects
I’m Engr. Faiqua Imran, a Data Analytics Instructor and Consultant skilled in SQL, Tableau, Power BI, Excel, Google Sheets, Python, and R. I help beginners and non-technical learners build strong foundations through a structured 7–8 month Data Analytics program with hands-on practice, clear notes, presentations (reports) and real-world portfolio projects for LinkedIn and resumes. I also provide structured learning notes for Google Data Analytics. If you have a real data project, I can analyse it and deliver actionable insights. 📌Connect on LinkedIn: https://www.linkedin.com/in/faiqua-imran"
16,16,16,11,5.0,$100,SIMPLE Basic Excel Automation for a Simple Specific Task.,Basic,100,2,0,"Data source connectivity
API integration
Formatting & clean up
Source code",I will do excel automation using python,"Hello there! My name is Kawsar,
I specialize in Excel automation, providing efficient and reliable solutions using Python modules such as Pandas, OpenPyXL, XlsxWriter, etc.

You will receive data or custom scripts that may be run with a simple double click or Python installation! If you require assistance, I will provide it via Zoom call and remote access!

Service That I Offered:
Excel Automation
Google Sheet Automation
Data Cleaning / Data Processing / Formatting
Automatically Report Send Via Email, Google Spreadsheets
Data Transformation / Data Conversation
Regex, VLOOKUP, Shorting Uses
Web Scraping into Excel / CSV
Python Scripts
PDF to Excel
API Connect
Telegram / Discord Connect
Convert Into CSV, SQL, JSON, etc.
Upload Scripts to Server for Automatic Updates
Automatically process PDF files, text files, Videos, and images
and many others

NOTE:
I'm extracting only publicly available information
I am not doing any university or school assignments!


When you choose me, you're not just getting a service;
you're getting a partner invested in your goals.

Place your order now, and rest assured you'll receive a top-notch result","Python Developer, Data Extraction Specialist
👋 Hello there! My name is Kawsar, and I'm your go-to Python developer. I specialize in data extraction, web scraping, web automation, custom scripts, API development, and other related services.  I offer customized automation solutions to match your specific Requirements.   When you choose me, you're not just getting a service; you're getting a partner invested in your goals.  Get in touch today, and let's turn your data challenges into opportunities.
Read Less
Vetted by Fiverr Pro
Kawsar was selected by the Fiverr Pro team for their expertise."
16,16,16,11,5.0,$200,"MEDIUM Excel Automation for many activities such as web data integration, data processing and analysis etc.",Standard,200,3,0,"Data source connectivity
API integration
Formatting & clean up
Source code",I will do excel automation using python,"Hello there! My name is Kawsar,
I specialize in Excel automation, providing efficient and reliable solutions using Python modules such as Pandas, OpenPyXL, XlsxWriter, etc.

You will receive data or custom scripts that may be run with a simple double click or Python installation! If you require assistance, I will provide it via Zoom call and remote access!

Service That I Offered:
Excel Automation
Google Sheet Automation
Data Cleaning / Data Processing / Formatting
Automatically Report Send Via Email, Google Spreadsheets
Data Transformation / Data Conversation
Regex, VLOOKUP, Shorting Uses
Web Scraping into Excel / CSV
Python Scripts
PDF to Excel
API Connect
Telegram / Discord Connect
Convert Into CSV, SQL, JSON, etc.
Upload Scripts to Server for Automatic Updates
Automatically process PDF files, text files, Videos, and images
and many others

NOTE:
I'm extracting only publicly available information
I am not doing any university or school assignments!


When you choose me, you're not just getting a service;
you're getting a partner invested in your goals.

Place your order now, and rest assured you'll receive a top-notch result","Python Developer, Data Extraction Specialist
👋 Hello there! My name is Kawsar, and I'm your go-to Python developer. I specialize in data extraction, web scraping, web automation, custom scripts, API development, and other related services.  I offer customized automation solutions to match your specific Requirements.   When you choose me, you're not just getting a service; you're getting a partner invested in your goals.  Get in touch today, and let's turn your data challenges into opportunities.
Read Less
Vetted by Fiverr Pro
Kawsar was selected by the Fiverr Pro team for their expertise."
16,16,16,11,5.0,$400,"ADVANCE Advanced automation with data processing and analysis, custom features, Scraping, and so on.",Premium,400,4,0,"Data source connectivity
API integration
Formatting & clean up
Source code",I will do excel automation using python,"Hello there! My name is Kawsar,
I specialize in Excel automation, providing efficient and reliable solutions using Python modules such as Pandas, OpenPyXL, XlsxWriter, etc.

You will receive data or custom scripts that may be run with a simple double click or Python installation! If you require assistance, I will provide it via Zoom call and remote access!

Service That I Offered:
Excel Automation
Google Sheet Automation
Data Cleaning / Data Processing / Formatting
Automatically Report Send Via Email, Google Spreadsheets
Data Transformation / Data Conversation
Regex, VLOOKUP, Shorting Uses
Web Scraping into Excel / CSV
Python Scripts
PDF to Excel
API Connect
Telegram / Discord Connect
Convert Into CSV, SQL, JSON, etc.
Upload Scripts to Server for Automatic Updates
Automatically process PDF files, text files, Videos, and images
and many others

NOTE:
I'm extracting only publicly available information
I am not doing any university or school assignments!


When you choose me, you're not just getting a service;
you're getting a partner invested in your goals.

Place your order now, and rest assured you'll receive a top-notch result","Python Developer, Data Extraction Specialist
👋 Hello there! My name is Kawsar, and I'm your go-to Python developer. I specialize in data extraction, web scraping, web automation, custom scripts, API development, and other related services.  I offer customized automation solutions to match your specific Requirements.   When you choose me, you're not just getting a service; you're getting a partner invested in your goals.  Get in touch today, and let's turn your data challenges into opportunities.
Read Less
Vetted by Fiverr Pro
Kawsar was selected by the Fiverr Pro team for their expertise."
17,17,17,64,5.0,Basic,I will scrape simple website and extract up-to 500 records,Basic,30,2,3,"1 source scraped
100 pages scraped
Formatting & clean up","I will professionally scrape website, excel, PDF with python","I will extract/scrape public data from any website, excel, pdf, word.

                    What i offer in my gig:
   documents
excel data filtering
excel data analyzing
web to excel
Web to Google Sheets


   website

Amazon
ebay
1688
yelp
yellowpages
aliexpress
etc.

what will you get:

spread sheet of the exacted data (excel or csv or any database of your choice).
fast delivery
100% money back
quick response
unlimited revision

Please message me before placing order","Professional programmer
I'm a Web Designer and Professional python programmer who specialized in website designing, UI UX designing, data scraping, data mining, web automation and data extraction with more than 4year experience.. I can design a simple and complex Website and write a Program to automate task and scrape any website be it JavaScript render site.
Read Less
Python
Data entry
Web design
Convert files
WebCrawler
Python automation
WordPress
Web scraping"
17,17,17,64,5.0,Standard,I will scrape website and extract up-to 2000 records,Standard,50,3,6,"2 sources scraped
200 pages scraped
Formatting & clean up","I will professionally scrape website, excel, PDF with python","I will extract/scrape public data from any website, excel, pdf, word.

                    What i offer in my gig:
   documents
excel data filtering
excel data analyzing
web to excel
Web to Google Sheets


   website

Amazon
ebay
1688
yelp
yellowpages
aliexpress
etc.

what will you get:

spread sheet of the exacted data (excel or csv or any database of your choice).
fast delivery
100% money back
quick response
unlimited revision

Please message me before placing order","Professional programmer
I'm a Web Designer and Professional python programmer who specialized in website designing, UI UX designing, data scraping, data mining, web automation and data extraction with more than 4year experience.. I can design a simple and complex Website and write a Program to automate task and scrape any website be it JavaScript render site.
Read Less
Python
Data entry
Web design
Convert files
WebCrawler
Python automation
WordPress
Web scraping"
17,17,17,64,5.0,Premium,I will scrape website and extract up-to 5000 records,Premium,100,5,9,"3 sources scraped
500 pages scraped
Formatting & clean up","I will professionally scrape website, excel, PDF with python","I will extract/scrape public data from any website, excel, pdf, word.

                    What i offer in my gig:
   documents
excel data filtering
excel data analyzing
web to excel
Web to Google Sheets


   website

Amazon
ebay
1688
yelp
yellowpages
aliexpress
etc.

what will you get:

spread sheet of the exacted data (excel or csv or any database of your choice).
fast delivery
100% money back
quick response
unlimited revision

Please message me before placing order","Professional programmer
I'm a Web Designer and Professional python programmer who specialized in website designing, UI UX designing, data scraping, data mining, web automation and data extraction with more than 4year experience.. I can design a simple and complex Website and write a Program to automate task and scrape any website be it JavaScript render site.
Read Less
Python
Data entry
Web design
Convert files
WebCrawler
Python automation
WordPress
Web scraping"
